epoch,train,best_epoch,best_train
1,5.5412614941596985,1,5.5412614941596985
2,5.541261196136475,2,5.541261196136475
3,5.541261196136475,2,5.541261196136475
4,5.541261196136475,2,5.541261196136475
5,5.541261196136475,2,5.541261196136475
6,5.541261196136475,2,5.541261196136475
7,5.541261196136475,2,5.541261196136475
8,5.541261196136475,2,5.541261196136475
9,5.541261196136475,2,5.541261196136475
10,5.541261196136475,2,5.541261196136475
11,5.541261196136475,2,5.541261196136475
